date,commodity,price,open,high,low,volume,supply,demand,temperature,humidity
2021-03-20 15:19:44.537190,Onion,1462.2760838299528,1480.8702844699253,1480.407094173379,1404.5508693521595,4552.668248224716,3289.8698601857095,2404.2506353287863,27.823013445261736,63.8382713146789
2021-03-21 15:19:44.537190,Onion,1924.8100968816066,1961.7713561737028,1956.669311200656,1924.0309981809,5027.895134423062,3327.5413428679126,3616.060102503172,23.84687396642221,60.7641819898427
2021-03-22 15:19:44.537190,Onion,1718.8800873090838,1734.537106384862,1752.0400300441136,1711.6533528197117,5101.577379053093,3224.726854765242,3664.4250907029227,24.540096860531158,74.65347649004785
2021-03-23 15:19:44.537190,Onion,1968.6842968609167,1954.5361084368278,2019.0828733107242,1931.2187697474437,4624.833885764545,2359.0341413631522,1821.9151597498499,25.56698468185523,55.70876509680996
2021-03-24 15:19:44.537190,Onion,2197.699491083822,2157.5736622414556,2264.069291565289,2146.1092423654345,3947.515028474854,1812.1639683849821,3315.4070963308745,25.082831308748492,57.73775069465727
2021-03-25 15:19:44.537190,Onion,2135.1333328997625,2123.206147734829,2140.271030640156,2103.948760581827,3957.0338268933187,1636.4238985771185,3304.070565265138,26.646385985050937,58.67126124446664
2021-03-26 15:19:44.537190,Onion,2118.9647642071823,2098.148815628078,2204.3908978381505,2107.797030332297,5649.186669960409,1345.4527113877912,3395.355984088155,28.54065469071795,68.16620229539738
2021-03-27 15:19:44.537190,Onion,2004.9736926164978,1970.3473316744078,2008.6854968758287,1914.550883498963,6415.49960397919,1637.1329649401184,1940.6532831505283,24.951894105366577,70.59004604837118
2021-03-28 15:19:44.537190,Onion,2237.344993517197,2269.664235568822,2331.158540909337,2147.2549569095136,6156.189131282311,2417.4269058774507,2829.8220310187176,26.351371096450986,58.97851976505387
2021-03-29 15:19:44.537190,Onion,2343.7598145546963,2318.8808525793283,2433.3176354916104,2322.108582060224,5142.0738029725435,1377.5717373659263,2234.286433241706,24.688070972847267,55.61396396264945
2021-03-30 15:19:44.537190,Onion,1974.8987231667613,1943.8937487722567,2017.0502614674208,1898.7531961912243,3774.0602062533276,2907.353104617639,2435.293882009536,21.932388849729133,59.696388039355526
2021-03-31 15:19:44.537190,Onion,2242.5187905058892,2261.5512700271615,2267.0191354619164,2141.5424084413867,4142.451518791134,2201.9429033506494,2758.681165612413,28.703167282093748,70.04769350651495
2021-04-01 15:19:44.537190,Onion,1762.690785509546,1732.2448605222696,1803.033086346371,1684.2630709026116,5578.91535086531,2577.2776374694713,3141.9237780565845,29.86086011190867,55.86671481062458
2021-04-02 15:19:44.537190,Onion,2042.301503509796,2082.1126189165516,2141.971656888079,1975.6554313151605,6042.514116037135,2109.2371558488994,2655.7784621165088,28.055177759675267,76.09740551216325
2021-04-03 15:19:44.537190,Onion,1875.7505568398196,1850.612459008315,1897.4201685915327,1807.445859280292,5795.186755610614,2435.816450156244,1632.5861632404517,28.284327053057993,78.98836071660865
2021-04-04 15:19:44.537190,Onion,2259.3393969616063,2226.835955793405,2326.1065533719134,2232.5403793193414,3875.7673888436575,1544.3893510866087,1954.5925068714273,27.475881360926422,67.89305727152515
2021-04-05 15:19:44.537190,Onion,2152.7367541794342,2147.794004365744,2179.1867936014255,2048.0042451302056,3628.650746713224,2158.18730670342,2857.9774393627017,27.948915011086445,72.71179171644565
2021-04-06 15:19:44.537190,Onion,2066.582832669746,2094.844081529997,2144.6500236038787,2059.607087597717,4781.974692154598,1994.7621723257994,3287.0906390079936,27.830152419788018,66.2479912507449
2021-04-07 15:19:44.537190,Onion,1979.8209785624554,1980.2506784170184,2020.2935094139198,1970.0442207323931,5079.421963105512,2540.871180156345,3577.5117246257805,27.243463551887572,58.26039122394529
2021-04-08 15:19:44.537190,Onion,2067.675373759841,2046.3116687142713,2076.5716480735437,2010.3177844758527,6144.99811045481,1768.2101112952723,3079.1561804996645,28.286711485865457,64.8686954680114
2021-04-09 15:19:44.537190,Onion,2201.639430481409,2213.658479046464,2258.2637456829234,2127.7560643708675,4560.132984010064,1861.423666137061,3716.7796374515215,29.845873012293247,62.39067881461645
2021-04-10 15:19:44.537190,Onion,2079.829055882886,2098.274504517956,2162.796771515613,2044.80409459166,6386.36987639702,2964.3005983962457,2746.112295595013,32.23810928206024,67.84719612085767
2021-04-11 15:19:44.537190,Onion,2042.1455238465512,2046.3794944486622,2054.649142567985,1954.8706803882433,4955.08688519258,3496.9328142949084,3130.029802596134,25.17571498672867,57.93293706015145
2021-04-12 15:19:44.537190,Onion,1998.8846321586934,2014.4111225325607,2056.7006366660535,1941.727812713111,5947.587785707192,3547.9116714323004,2504.834386304846,29.353750723556594,73.99129606909187
2021-04-13 15:19:44.537190,Onion,1726.4390598829507,1759.784636864875,1799.3163707260906,1692.4014219354008,3566.3331468910296,1994.3654689825007,3090.3216620909225,25.827048740423848,67.13278613569447
2021-04-14 15:19:44.537190,Onion,2051.7561945725815,2051.587187181212,2053.3193572512623,2009.2920680741374,3596.268306158775,2727.244612625988,1331.2565867958278,32.652445391171504,66.86269391078156
2021-04-15 15:19:44.537190,Onion,1851.8438155476765,1814.9605541179938,1939.0951111563277,1800.4427811810594,4508.263065429483,2069.8428382137054,3263.1098509478907,25.589211804599827,71.96442187377376
2021-04-16 15:19:44.537190,Onion,2131.3804132407618,2162.6849291031317,2181.7911354830244,2103.0296304776807,4365.739783579754,3404.4936944258307,1710.4857200506374,32.635998144702334,72.49645299014406
2021-04-17 15:19:44.537190,Onion,2099.598550375483,2086.107898481762,2165.369406318804,2017.8168961520307,5990.11327853332,1593.4973156303427,1624.903704685195,31.42920206872592,66.52233052621085
2021-04-18 15:19:44.537190,Onion,2391.6893405551155,2352.868535435758,2399.7751509962886,2349.186577266485,4072.592031297492,2762.26958147914,2628.0926568700497,28.285866788237282,71.3499795814292
2021-04-19 15:19:44.537190,Onion,2485.685240083679,2497.8167698344555,2586.9530756041286,2467.0840130501124,6248.56009297938,2272.1799847562143,1513.894159027816,29.852629565505676,68.49117823402987
2021-04-20 15:19:44.537190,Onion,2506.6759398712775,2492.4963094811214,2517.9185802081224,2444.3408546517317,5722.979350620173,2468.219295641371,3123.1922546518663,29.379404732238434,64.65960922516689
2021-04-21 15:19:44.537190,Onion,2222.2940317810476,2255.274876277402,2315.372650193223,2118.9351437982723,5043.107919389022,2773.088938547776,2391.1839707577033,32.09301942921511,75.18951488458877
2021-04-22 15:19:44.537190,Onion,2340.272065714063,2303.925729350273,2363.9773171003803,2297.1213722449347,3585.823301092306,2168.1986202394223,1514.3123615883603,33.91176552789653,65.81174506019084
2021-04-23 15:19:44.537190,Onion,2243.624978400061,2251.3071082420015,2320.901634418621,2147.4173549718425,4201.762506912159,3149.05115268367,2858.7640691044426,25.638637919449636,71.48256484274285
2021-04-24 15:19:44.537190,Onion,2125.2994305648936,2113.673640613846,2126.1909624232903,2033.521666265031,3579.7293263956144,2413.5103870560824,1273.354212055446,30.738831256544646,74.53455965081169
2021-04-25 15:19:44.537190,Onion,2295.624157680583,2251.1329747880736,2334.4677889059253,2227.631179160224,3834.839606744624,1776.9696583196198,3569.142139539516,33.30049975513869,74.0354184225075
2021-04-26 15:19:44.537190,Onion,2067.9106109646686,2108.9383803161554,2147.3190889047632,2018.5679857711773,4937.837316038808,2782.028881771378,1913.3718708316642,32.02645472238968,74.07449455227034
2021-04-27 15:19:44.537190,Onion,2297.5170200038406,2296.3896368483292,2343.80446052223,2264.1774444906405,4393.478399822853,3117.5658928912153,1269.8061836720935,30.503797189579178,72.2155961512778
2021-04-28 15:19:44.537190,Onion,2317.853185824499,2352.089150215576,2336.366504074567,2257.261230369709,4832.021667126144,1331.9939055369005,2210.442824978499,32.45459623760086,76.45699296299712
2021-04-29 15:19:44.537190,Onion,2471.782917732526,2431.043004701264,2473.8247905696935,2366.9481558633406,5525.310982872996,3536.612274407328,2811.9745507575717,33.17303848270519,61.54251764869775
2021-04-30 15:19:44.537190,Onion,2296.723766957355,2261.4530065492286,2327.4282181576978,2239.756580236948,4874.381208402618,3189.924805290817,3003.3189841837607,34.12759886913103,75.77777317019321
2021-05-01 15:19:44.537190,Onion,2671.2520868917195,2650.809658898115,2711.9476168088568,2616.091776287935,6089.369491526919,3382.5199249203993,2670.945640685874,33.3833040750026,71.10780640484688
2021-05-02 15:19:44.537190,Onion,2165.109734640492,2172.710819799238,2228.8647359428296,2125.4207293272707,5009.9878175169215,2795.271357059586,1708.4904046673855,32.83026897741711,87.84913640426537
2021-05-03 15:19:44.537190,Onion,2417.9057884701165,2431.81963132765,2421.345823558761,2343.3940863210855,5099.268670643626,2635.078635276054,1735.7294854970817,33.456448128858135,63.7728931423228
2021-05-04 15:19:44.537190,Onion,2325.230711480555,2297.28270768959,2343.966398981786,2278.3869327519933,3634.872230868976,2098.922493140057,3131.9920042632184,37.44548356265088,70.52151632266613
2021-05-05 15:19:44.537190,Onion,2208.9988237955763,2252.5374738695946,2240.6503367554046,2195.909334142058,5408.767013248865,3513.413047511364,2083.471457897461,35.12174494583163,65.499184567881
2021-05-06 15:19:44.537190,Onion,2167.1102329600712,2176.8584851199694,2190.1498949798934,2157.4249850655897,6304.818840195296,1770.935095397502,1813.840671071363,34.05554735796787,68.99756233502659
2021-05-07 15:19:44.537190,Onion,2273.061768656246,2268.6595705795103,2287.7206254673847,2268.3460052586347,4476.185134021675,2747.0505357199545,2057.0611959183184,31.591131201696992,82.51153379166195
2021-05-08 15:19:44.537190,Onion,2553.7382981082383,2588.7219879988866,2672.0665511447933,2428.8804291464817,5648.315941225403,2395.1327326130117,1784.1822147251228,32.44840181738387,76.9551573753409
2021-05-09 15:19:44.537190,Onion,2547.337841405843,2506.6501026734286,2547.867722793902,2509.0657991176063,5976.295349481167,2741.5086646138107,2257.7184338983247,32.23096742729673,67.04488196068637
2021-05-10 15:19:44.537190,Onion,2474.3387737337835,2460.1195789913336,2489.238427388506,2394.3410601782907,3564.174971908591,3596.8777352085376,2197.844948483399,29.63410442094246,73.20002584254584
2021-05-11 15:19:44.537190,Onion,2337.8226717444777,2317.0492100959164,2411.5835643011196,2242.354969520578,6301.648813689373,1648.9278005123233,1856.4962107153087,33.27657892601741,74.67894684582517
2021-05-12 15:19:44.537190,Onion,2375.121103979017,2360.276875419245,2428.945764439757,2348.0301510014906,4712.978101056924,2454.3316956046347,1324.4393794613416,32.57101774141314,77.56221129049203
2021-05-13 15:19:44.537190,Onion,2324.8714732367894,2340.464391904726,2403.7059721409455,2270.5304546764423,6463.103703264542,2499.521488514457,3255.8347755439645,32.08625854362305,73.59580654056938
2021-05-14 15:19:44.537190,Onion,2544.33273597781,2513.7059757061475,2616.4574019586053,2521.121202431702,5146.389292490659,2985.954750696822,3451.3747625046144,34.24312393000715,75.2297957410128
2021-05-15 15:19:44.537190,Onion,2150.2398473007715,2182.421152518074,2159.8436796188444,2148.105183121471,4640.36929371803,3660.3273889777993,2291.9637611558774,31.463420230229872,80.69590997806748
