date,commodity,price,open,high,low,volume,supply,demand,temperature,humidity
2021-03-20 15:19:51.885197,Potato,1726.939179904075,1744.8617733064555,1812.0491452860194,1670.741741291006,4247.142478264358,2743.788713368016,1435.8597688561058,23.58862077967498,57.590807260157916
2021-03-21 15:19:51.885197,Potato,1586.255243912037,1568.7304371118535,1642.815330032598,1523.8220360048624,3177.786902339679,2083.63785070968,1794.1713725511777,27.524375933065418,60.15448452325165
2021-03-22 15:19:51.885197,Potato,1979.995434059088,1984.982016016449,2024.1295794601106,1920.8761245435508,4559.143608610586,2482.1252471296984,1456.1029991117873,24.988477729583956,57.551687990958555
2021-03-23 15:19:51.885197,Potato,1785.2741459151816,1790.554806716862,1821.6177265333217,1720.8025947152798,3865.693178120741,2471.7731387199897,1719.3487103990244,29.29392051694944,58.66367979482713
2021-03-24 15:19:51.885197,Potato,1589.2746567209854,1596.0353021379806,1636.9760511248815,1543.5884194994396,4826.488778179873,1044.9325859976118,2017.844405010172,24.709949654903603,61.480317358634096
2021-03-25 15:19:51.885197,Potato,1758.3993366427696,1773.809383485269,1792.2563828762236,1720.7322160426395,4355.922600663752,1207.030009936872,1166.1634784366638,30.33973818155448,70.36432194942421
2021-03-26 15:19:51.885197,Potato,1789.490192586545,1818.387578708394,1832.1945598242016,1752.0061820281464,3429.6522819724632,1728.4027856630037,2817.9239741198544,23.42148506531875,59.99670919439945
2021-03-27 15:19:51.885197,Potato,1524.9952160316745,1513.2572645587861,1562.1485320152458,1520.1568636136578,4080.872820690782,1143.5028412290237,1337.5772969116374,27.393160875849425,57.84959476609931
2021-03-28 15:19:51.885197,Potato,1500.0845465475186,1526.0713412814384,1558.3955810490554,1495.353794462161,3344.921923096269,2196.2025666483523,2640.1293427192522,24.234389369472563,57.22479521968937
2021-03-29 15:19:51.885197,Potato,1636.587697072013,1628.2034437180494,1669.5131543036578,1618.7860835164768,3803.3108649055366,1426.3524760440237,2354.0028061915414,26.099266333791206,61.514197428459575
2021-03-30 15:19:51.885197,Potato,1489.3183988483443,1487.9945178911673,1490.5573980903753,1475.7041317072546,4268.741284000988,1665.8314045118732,2038.7125158432607,24.015046320790347,63.79684411403665
2021-03-31 15:19:51.885197,Potato,1976.1387589415083,1993.8103305688549,2064.154123000476,1957.3801690120222,4360.392037371082,1920.9168974730296,1143.131585923922,25.370960506380904,67.27859484220605
2021-04-01 15:19:51.885197,Potato,1885.4506035117975,1898.9173560200827,1932.4650408577509,1798.915963597881,4978.163113091775,2414.94292253362,1541.2705843072627,29.26209073389206,72.27684914264249
2021-04-02 15:19:51.885197,Potato,1439.4017171577357,1437.520216262678,1484.0190459985981,1370.970028835455,3244.809501433119,2491.730746075493,2339.384889796739,27.77250756556813,65.39174837416755
2021-04-03 15:19:51.885197,Potato,1570.6701968862951,1568.4441467534941,1575.6365284900096,1539.375773558286,3147.9908526515337,2781.7833942345374,1935.1407317814333,25.58684272011009,65.7227461455028
2021-04-04 15:19:51.885197,Potato,1787.6671160399649,1800.5539715687805,1795.2521335746949,1740.818367391363,5018.440780914021,1049.914562497057,1827.9475789832732,27.705262452681573,64.61276478734831
2021-04-05 15:19:51.885197,Potato,1776.5497643337567,1800.4471244925348,1786.9338747390377,1732.5275817082238,5040.856810105874,1661.340055253534,2433.4149983745983,24.419787831031687,77.46712691303507
2021-04-06 15:19:51.885197,Potato,1812.7393600906157,1788.5124428262434,1856.4287800538498,1812.5596715350096,3099.93106799092,2898.2624416359604,2692.1639513475147,25.685405490995564,63.386852018217674
2021-04-07 15:19:51.885197,Potato,1755.4507513991446,1720.661470187185,1828.155944241512,1748.3612214626487,5108.058739287506,2224.4141763948437,1638.4289227834497,27.863421967558253,67.70451171110466
2021-04-08 15:19:51.885197,Potato,1609.8058071733894,1632.9649436604786,1621.3634041691198,1560.8215993017873,3325.155256903857,1061.8493416617016,2061.5931260646944,33.31559347477109,67.74519894443675
2021-04-09 15:19:51.885197,Potato,1681.7948415571268,1662.9273553721396,1738.8634730950077,1648.399931714857,3976.3444663742102,1088.8583902005457,1166.2226372003788,28.653192298848843,66.29998481287376
